distrito,unidade,classe,apresentacao,tipo_produto,codigo_produto,produto,cadum,quantidade
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIBIÓTICO (MACROLÍDEO)                                                                            ,FRASCO                                                 ,MEDICAMENTOS                                      ,10516,"AZITROMICINA 200MG/5ML (600MG), PO PARA SUSPENSAO ORAL - 15ML                                                                                                                                                                                             ",30077,0,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIBIÓTICO (NITROFURANO)                                                                           ,CAPSULA                                                ,MEDICAMENTOS                                      ,10513,NITROFURANTOINA 100MG                                                                                                                                                                                                                                     ,33726,0,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIBIÓTICO (PENICILINA)                                                                            ,CAPSULA                                                ,MEDICAMENTOS                                      ,10018,AMOXICILINA 500MG                                                                                                                                                                                                                                         ,30072,1155,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIBIÓTICO (PENICILINA)                                                                            ,FR/AMP                                                 ,MEDICAMENTOS                                      ,10247,BENZILPENICILINA PROCAINA 300.000UI + BENZILPENICILINA POTASSICA 100.000UI PO PARA SUSPENSAO INJETAVEL                                                                                                                                                    ,51312,0,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIBIÓTICO (PENICILINA)                                                                            ,FR/AMP                                                 ,MEDICAMENTOS                                      ,10248,PENICILINA G-BENZATINA 1.200.000UI PO PARA SUSPENSAO INJETAVEL                                                                                                                                                                                            ,30448,196,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIBIÓTICO (PENICILINA)                                                                            ,FR/AMP                                                 ,MEDICAMENTOS                                      ,10249,PENICILINA G-BENZATINA 600.000 UI PO PARA SUSPENSAO INJETAVEL                                                                                                                                                                                             ,51310,0,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIBIÓTICO (PENICILINA)                                                                            ,FRASCO                                                 ,MEDICAMENTOS                                      ,10019,AMOXICILINA 250MG/5ML PO PARA SUSPENSAO ORAL - 60ML                                                                                                                                                                                                       ,30074,47,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIBIÓTICO (PENICILINA DE AMPLO ESPECTRO E BETALACTÂMICO)                                          ,COMPR                                                  ,MEDICAMENTOS                                      ,10670,AMOXICILINA 500MG + CLAVULONATO DE POTASSIO 125MG                                                                                                                                                                                                         ,30073,2373,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIBIÓTICO (PENICILINA DE AMPLO ESPECTRO E BETALACTÂMICO)                                          ,FRASCO                                                 ,MEDICAMENTOS                                      ,10671,"AMOXICILINA 50MG/ML + CLAVULONATO DE POTASSIO 12,5MG/ML - 75 OU 100ML                                                                                                                                                                                     ",30075,34,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIBIÓTICO      (QUINOLONA)                                                                        ,COMPR                                                  ,MEDICAMENTOS                                      ,10068,CIPROFLOXACINO 500MG                                                                                                                                                                                                                                      ,30053,462,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIBIÓTICO      (QUINOLONA)                                                                        ,FRASCO                                                 ,MEDICAMENTOS                                      ,10368,CIPROFLOXACINO 3MG/ML SOLUCAO OFTALMICA - 5ML                                                                                                                                                                                                             ,30051,11,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIBIÓTICO      (SULFONAMIDA)                                                                      ,COMPR                                                  ,MEDICAMENTOS                                      ,10285,SULFAMETOXAZOL 400MG + TRIMETOPRIMA 80MG                                                                                                                                                                                                                  ,30157,200,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIBIÓTICO      (SULFONAMIDA)                                                                      ,FRASCO                                                 ,MEDICAMENTOS                                      ,10286,SULFAMETOXAZOL 200MG/5ML + TRIMETOPRIMA 40MG/5ML SUSPENSAO ORAL - 100ML                                                                                                                                                                                   ,30156,250,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIBIÓTICO (TETRACICLINA)                                                                          ,COMPR                                                  ,MEDICAMENTOS                                      ,10427,DOXICICLINA 100MG                                                                                                                                                                                                                                         ,30179,500,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTICOAGULANTE                                                                                      ,AMP                                                    ,MEDICAMENTOS                                      ,10317,FITOMENADIONA (VITAMINA K) 10MG/ML SOLUCAO INJETAVEL - 1ML                                                                                                                                                                                                ,30306,0,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTICOAGULANTE                                                                                      ,COMPR                                                  ,MEDICAMENTOS                                      ,10580,VARFARINA 5MG                                                                                                                                                                                                                                             ,30163,150,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTICOAGULANTE                                                                                      ,COMPR                                                  ,MEDICAMENTOS                                      ,10597,CILOSTAZOL 100MG                                                                                                                                                                                                                                          ,30169,300,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTICOAGULANTE                                                                                      ,COMPR                                                  ,MEDICAMENTOS                                      ,40014,CLOPIDOGREL 75MG                                                                                                                                                                                                                                          ,14662,0,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTICOAGULANTE                                                                                      ,FR/AMP                                                 ,MEDICAMENTOS                                      ,10166,HEPARINA SODICA 5.000 UI/ML SOLUCAO INJETAVEL - 5ML                                                                                                                                                                                                       ,30270,0,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTICOAGULANTE/ ANTITROMBÓTICO                                                                      ,SERINGA                                                ,MEDICAMENTOS                                      ,11076,"ENOXAPARINA SODICA 40MG/0,4ML SOLUCAO INJETAVEL - 0,4ML                                                                                                                                                                                                   ",15686,0,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTICOLINÉRGICO (MUSCARÍNICO)                                                                       ,AMP                                                    ,MEDICAMENTOS                                      ,10026,"ATROPINA SULFATO 0,25MG/ML - 1ML                                                                                                                                                                                                                          ",30003,4,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIDEPRESSIVO (INIBIDOR DA RECAPTAÇÃO DE SEROTONINA)                                               ,CAPS/COMP/DRAG                                         ,MEDICAMENTOS                                      ,10449,FLUOXETINA 20MG                                                                                                                                                                                                                                           ,30108,0,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIDIABÉTICO (BIGUANIDAS)                                                                          ,COMPR                                                  ,MEDICAMENTOS                                      ,10214,METFORMINA 850MG                                                                                                                                                                                                                                          ,30130,11000,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIDIABÉTICO (SULFONILURÉIA)                                                                       ,COMPR                                                  ,MEDICAMENTOS                                      ,10152,GLIBENCLAMIDA 5MG                                                                                                                                                                                                                                         ,30110,3000,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIDIABÉTICO (SULFONILURÉIA)                                                                       ,COMPR                                                  ,MEDICAMENTOS                                      ,10978,GLICLAZIDA 60MG (LIBERACAO PROLONGADA)                                                                                                                                                                                                                    ,34716,0,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIEMÉTICO (ANTAGONISTA DOS REC D2)                                                                ,AMP                                                    ,MEDICAMENTOS                                      ,10219,METOCLOPRAMIDA 5MG/ML SOLUCAO INJETAVEL - 2ML                                                                                                                                                                                                             ,30285,6,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIEMÉTICO (ANTAGONISTA DOS REC D2)                                                                ,FRASCO                                                 ,MEDICAMENTOS                                      ,10220,METOCLOPRAMIDA 4MG/ML SOLUCAO ORAL - 10ML                                                                                                                                                                                                                 ,30228,44,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIEPILÉPTICO                                                                                      ,COMPR                                                  ,MEDICAMENTOS                                      ,10679,VALPROATO DE SODIO 500MG                                                                                                                                                                                                                                  ,30162,0,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIEPILÉPTICO                                                                                      ,FRASCO                                                 ,MEDICAMENTOS                                      ,10008,VALPROATO DE SODIO 50MG/ML XAROPE -100ML                                                                                                                                                                                                                  ,30066,0,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIEPILÉPTICO                                                                                      ,FRASCO                                                 ,MEDICAMENTOS                                      ,10136,FENOBARBITAL 4% SOLUCAO ORAL - 20ML                                                                                                                                                                                                                       ,30106,0,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIESPASMÓDICO                                                                                     ,AMP                                                    ,MEDICAMENTOS                                      ,10040,ESCOPOLAMINA 20MG/ML SOLUCAO INJETAVEL -1ML                                                                                                                                                                                                               ,30006,19,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIESPASMÓDICO                                                                                     ,COMPR                                                  ,MEDICAMENTOS                                      ,10038,ESCOPOLAMINA 10MG                                                                                                                                                                                                                                         ,30041,740,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIFÚNGICO                                                                                         ,BISN.                                                  ,MEDICAMENTOS                                      ,10373,MICONAZOL 20MG/G CREME VAGINAL + APLICADOR - 80G                                                                                                                                                                                                          ,30134,15,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIFÚNGICO                                                                                         ,BISN.                                                  ,MEDICAMENTOS                                      ,10528,MICONAZOL 20MG/G CREME TOPICO - 28G                                                                                                                                                                                                                       ,39669,88,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIFÚNGICO                                                                                         ,CAPSULA                                                ,MEDICAMENTOS                                      ,10433,FLUCONAZOL 150MG                                                                                                                                                                                                                                          ,13548,30,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIFÚNGICO                                                                                         ,FRASCO                                                 ,MEDICAMENTOS                                      ,10237,NISTATINA 100.000UI/ML SOLUCAO ORAL - 50ML                                                                                                                                                                                                                ,30135,0,0
2,Us 132 Distrito Sanitario II Recife                                                                 ,ANTIFÚNGICO                                                                                         ,FRASCO                                                 ,MEDICAMENTOS                                      ,10488,CETOCONAZOL 2% SHAMPOO - 100ML                                                                                                                                                                                                                            ,23925,150,0
