distrito,unidade,classe,apresentacao,tipo_produto,codigo_produto,produto,cadum,quantidade
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIANÊMICO                                                                                         ,COMPR                                                  ,MEDICAMENTOS                                      ,10006,ACIDO FOLICO 5MG                                                                                                                                                                                                                                          ,30065,305,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIANÊMICO                                                                                         ,COMPR                                                  ,MEDICAMENTOS                                      ,10290,SULFATO FERROSO 40MG                                                                                                                                                                                                                                      ,30158,42,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIANÊMICO                                                                                         ,FRASCO                                                 ,MEDICAMENTOS                                      ,10289,SULFATO FERROSO 25MG/ML SOLUCAO ORAL - 30ML                                                                                                                                                                                                               ,30159,3,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIARRÍTMICO                                                                                       ,COMPR                                                  ,MEDICAMENTOS                                      ,10016,AMIODARONA 200MG                                                                                                                                                                                                                                          ,30070,0,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIARRÍTMICO                                                                                       ,COMPR                                                  ,MEDICAMENTOS                                      ,10305,VERAPAMIL 80MG                                                                                                                                                                                                                                            ,30164,120,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIASMÁTICO (CORTICOSTERÓIDE)                                                                      ,FRASCO                                                 ,MEDICAMENTOS                                      ,10072,"BECLOMETASONA 200MCG/DOSE, AEROSSOL ORAL SPRAY - 200 DOSES                                                                                                                                                                                                ",43022,12,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIASMÁTICO (CORTICOSTERÓIDE)                                                                      ,FRASCO                                                 ,MEDICAMENTOS                                      ,10332,BECLOMETASONA 50MCG/DOSE AEROSSOL NASAL AQUOSO SPRAY - 200 DOSES                                                                                                                                                                                          ,31782,0,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIASMÁTICO (CORTICOSTERÓIDE)                                                                      ,FRASCO                                                 ,MEDICAMENTOS                                      ,10605,BUDESONIDA 32MCG/DOSE SOLUCAO NASAL - 120 DOSES                                                                                                                                                                                                           ,30082,9,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIASMÁTICO (CORTICOSTERÓIDE)                                                                      ,FRASCO                                                 ,MEDICAMENTOS                                      ,10606,BUDESONIDA 64MCG/DOSE SOLUCAO NASAL - 120 DOSES                                                                                                                                                                                                           ,30013,21,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIBIÓTICO                                                                                         ,FRASCO                                                 ,MEDICAMENTOS                                      ,30307,HIDROCORTISONA 10MG/ML + POLIMIXINA B 10.000UI/ML + NEOMICINA 5MG/ML SUSPENSAO OTOLOGICA - 10ML                                                                                                                                                           ,30205,0,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIBIÓTICO      (CEFALOSPORINA 1ªG)                                                                ,COMPR                                                  ,MEDICAMENTOS                                      ,10049,CEFALEXINA 500MG                                                                                                                                                                                                                                          ,30090,0,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIBIÓTICO      (CEFALOSPORINA 1ªG)                                                                ,FRASCO                                                 ,MEDICAMENTOS                                      ,10048,CEFALEXINA 250MG/5ML PO PARA SUSPENSAO ORAL - 100ML                                                                                                                                                                                                       ,30089,0,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIBIÓTICO (MACROLÍDEO)                                                                            ,COMPR                                                  ,MEDICAMENTOS                                      ,10370,AZITROMICINA 500MG                                                                                                                                                                                                                                        ,30078,36,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIBIÓTICO (MACROLÍDEO)                                                                            ,COMPR                                                  ,MEDICAMENTOS                                      ,10544,CLARITROMICINA 500MG                                                                                                                                                                                                                                      ,30325,86,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIBIÓTICO (MACROLÍDEO)                                                                            ,FRASCO                                                 ,MEDICAMENTOS                                      ,10516,"AZITROMICINA 200MG/5ML (600MG), PO PARA SUSPENSAO ORAL - 15ML                                                                                                                                                                                             ",30077,9,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIBIÓTICO (NITROFURANO)                                                                           ,CAPSULA                                                ,MEDICAMENTOS                                      ,10513,NITROFURANTOINA 100MG                                                                                                                                                                                                                                     ,33726,0,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIBIÓTICO (PENICILINA)                                                                            ,CAPSULA                                                ,MEDICAMENTOS                                      ,10018,AMOXICILINA 500MG                                                                                                                                                                                                                                         ,30072,8,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIBIÓTICO (PENICILINA)                                                                            ,FR/AMP                                                 ,MEDICAMENTOS                                      ,10248,PENICILINA G-BENZATINA 1.200.000UI PO PARA SUSPENSAO INJETAVEL                                                                                                                                                                                            ,30448,0,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIBIÓTICO (PENICILINA)                                                                            ,FR/AMP                                                 ,MEDICAMENTOS                                      ,10249,PENICILINA G-BENZATINA 600.000 UI PO PARA SUSPENSAO INJETAVEL                                                                                                                                                                                             ,51310,0,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIBIÓTICO (PENICILINA)                                                                            ,FRASCO                                                 ,MEDICAMENTOS                                      ,10019,AMOXICILINA 250MG/5ML PO PARA SUSPENSAO ORAL - 60ML                                                                                                                                                                                                       ,30074,16,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIBIÓTICO (PENICILINA DE AMPLO ESPECTRO E BETALACTÂMICO)                                          ,COMPR                                                  ,MEDICAMENTOS                                      ,10670,AMOXICILINA 500MG + CLAVULONATO DE POTASSIO 125MG                                                                                                                                                                                                         ,30073,0,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIBIÓTICO (PENICILINA DE AMPLO ESPECTRO E BETALACTÂMICO)                                          ,FRASCO                                                 ,MEDICAMENTOS                                      ,10671,"AMOXICILINA 50MG/ML + CLAVULONATO DE POTASSIO 12,5MG/ML - 75 OU 100ML                                                                                                                                                                                     ",30075,0,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIBIÓTICO      (QUINOLONA)                                                                        ,COMPR                                                  ,MEDICAMENTOS                                      ,10068,CIPROFLOXACINO 500MG                                                                                                                                                                                                                                      ,30053,104,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIBIÓTICO      (QUINOLONA)                                                                        ,FRASCO                                                 ,MEDICAMENTOS                                      ,10368,CIPROFLOXACINO 3MG/ML SOLUCAO OFTALMICA - 5ML                                                                                                                                                                                                             ,30051,3,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIBIÓTICO      (SULFONAMIDA)                                                                      ,COMPR                                                  ,MEDICAMENTOS                                      ,10285,SULFAMETOXAZOL 400MG + TRIMETOPRIMA 80MG                                                                                                                                                                                                                  ,30157,60,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIBIÓTICO      (SULFONAMIDA)                                                                      ,FRASCO                                                 ,MEDICAMENTOS                                      ,10286,SULFAMETOXAZOL 200MG/5ML + TRIMETOPRIMA 40MG/5ML SUSPENSAO ORAL - 100ML                                                                                                                                                                                   ,30156,0,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIBIÓTICO (TETRACICLINA)                                                                          ,COMPR                                                  ,MEDICAMENTOS                                      ,10427,DOXICICLINA 100MG                                                                                                                                                                                                                                         ,30179,2,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTICOAGULANTE                                                                                      ,COMPR                                                  ,MEDICAMENTOS                                      ,10580,VARFARINA 5MG                                                                                                                                                                                                                                             ,30163,155,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTICOAGULANTE                                                                                      ,COMPR                                                  ,MEDICAMENTOS                                      ,10597,CILOSTAZOL 100MG                                                                                                                                                                                                                                          ,30169,240,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTICOLINÉRGICO (MUSCARÍNICO)                                                                       ,AMP                                                    ,MEDICAMENTOS                                      ,10026,"ATROPINA SULFATO 0,25MG/ML - 1ML                                                                                                                                                                                                                          ",30003,2,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIDIABÉTICO (BIGUANIDAS)                                                                          ,COMPR                                                  ,MEDICAMENTOS                                      ,10214,METFORMINA 850MG                                                                                                                                                                                                                                          ,30130,0,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIDIABÉTICO (SULFONILURÉIA)                                                                       ,COMPR                                                  ,MEDICAMENTOS                                      ,10152,GLIBENCLAMIDA 5MG                                                                                                                                                                                                                                         ,30110,40,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIDIABÉTICO (SULFONILURÉIA)                                                                       ,COMPR                                                  ,MEDICAMENTOS                                      ,10978,GLICLAZIDA 60MG (LIBERACAO PROLONGADA)                                                                                                                                                                                                                    ,34716,0,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIEMÉTICO (ANTAGONISTA DOS REC D2)                                                                ,AMP                                                    ,MEDICAMENTOS                                      ,10219,METOCLOPRAMIDA 5MG/ML SOLUCAO INJETAVEL - 2ML                                                                                                                                                                                                             ,30285,3,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIEMÉTICO (ANTAGONISTA DOS REC D2)                                                                ,FRASCO                                                 ,MEDICAMENTOS                                      ,10220,METOCLOPRAMIDA 4MG/ML SOLUCAO ORAL - 10ML                                                                                                                                                                                                                 ,30228,0,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIESPASMÓDICO                                                                                     ,AMP                                                    ,MEDICAMENTOS                                      ,10040,ESCOPOLAMINA 20MG/ML SOLUCAO INJETAVEL -1ML                                                                                                                                                                                                               ,30006,3,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIESPASMÓDICO                                                                                     ,COMPR                                                  ,MEDICAMENTOS                                      ,10038,ESCOPOLAMINA 10MG                                                                                                                                                                                                                                         ,30041,80,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIFÚNGICO                                                                                         ,BISN.                                                  ,MEDICAMENTOS                                      ,10373,MICONAZOL 20MG/G CREME VAGINAL + APLICADOR - 80G                                                                                                                                                                                                          ,30134,12,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIFÚNGICO                                                                                         ,BISN.                                                  ,MEDICAMENTOS                                      ,10528,MICONAZOL 20MG/G CREME TOPICO - 28G                                                                                                                                                                                                                       ,39669,7,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIFÚNGICO                                                                                         ,CAPSULA                                                ,MEDICAMENTOS                                      ,10433,FLUCONAZOL 150MG                                                                                                                                                                                                                                          ,13548,0,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIFÚNGICO                                                                                         ,FRASCO                                                 ,MEDICAMENTOS                                      ,10237,NISTATINA 100.000UI/ML SOLUCAO ORAL - 50ML                                                                                                                                                                                                                ,30135,6,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIFÚNGICO                                                                                         ,FRASCO                                                 ,MEDICAMENTOS                                      ,10488,CETOCONAZOL 2% SHAMPOO - 100ML                                                                                                                                                                                                                            ,23925,3,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIFÚNGICO (FITOTERÁPICO)                                                                          ,BISN.                                                  ,MEDICAMENTOS                                      ,70006,"AROEIRA (SCHINUS TEREBINTHIFOLIUS) 0,666ML/G GEL VAGINAL - 60G                                                                                                                                                                                            ",42003,7,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTI-HIPERTENSIVO (AGONISTA ALFA-2)                                                                 ,COMPR                                                  ,MEDICAMENTOS                                      ,10664,METILDOPA 250MG                                                                                                                                                                                                                                           ,39664,130,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTI-HIPERTENSIVO (ALFA E BETA BLOQUEADOR)                                                          ,COMPR                                                  ,MEDICAMENTOS                                      ,10584,"CARVEDILOL 12,5MG                                                                                                                                                                                                                                         ",30088,695,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTI-HIPERTENSIVO (ANTAGONISTA DOS RECEPTORES DE ANGIOTENSINA II)                                   ,COMPR                                                  ,MEDICAMENTOS                                      ,10684,LOSARTANA 50MG                                                                                                                                                                                                                                            ,30128,4110,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTI-HIPERTENSIVO (BETA BLOQUEADOR)                                                                 ,COMPR                                                  ,MEDICAMENTOS                                      ,10267,PROPRANOLOL 40MG                                                                                                                                                                                                                                          ,30149,0,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTI-HIPERTENSIVO (BETA BLOQUEADOR)                                                                 ,COMPR                                                  ,MEDICAMENTOS                                      ,10968,ATENOLOL 50MG                                                                                                                                                                                                                                             ,32363,0,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTI-HIPERTENSIVO (BLOQUEADOR DOS CANAIS DE CÁLCIO)                                                 ,COMPR                                                  ,MEDICAMENTOS                                      ,10969,ANLODIPINO 5MG                                                                                                                                                                                                                                            ,34710,0,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTI-HIPERTENSIVO (IECA)                                                                            ,COMPR                                                  ,MEDICAMENTOS                                      ,10045,CAPTOPRIL 25MG                                                                                                                                                                                                                                            ,30083,300,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTI-HIPERTENSIVO (IECA)                                                                            ,COMPR                                                  ,MEDICAMENTOS                                      ,10474,ENALAPRIL 10MG                                                                                                                                                                                                                                            ,30129,1610,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIINFECCIOSO TÓPICO                                                                               ,BISN.                                                  ,MEDICAMENTOS                                      ,10233,NEOMICINA 5MG/G + BACITRACINA 250UI/G CREME TOPICO - 10G                                                                                                                                                                                                  ,30233,8,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTIINFECCIOSO TÓPICO                                                                               ,BISN.                                                  ,MEDICAMENTOS                                      ,10825,SULFADIAZINA DE PRATA 1% CREME DERMATOLOGICO - 30G.                                                                                                                                                                                                       ,41413,12,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTI-INFLAMATÓRIO (ESTERÓIDE)                                                                       ,BISN.                                                  ,MEDICAMENTOS                                      ,10089,"DEXAMETASONA 0,1% CREME DERMATOLOGICO - 10G                                                                                                                                                                                                               ",30095,4,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTI-INFLAMATÓRIO (ESTERÓIDE)                                                                       ,COMPR                                                  ,MEDICAMENTOS                                      ,10261,PREDNISONA 20MG                                                                                                                                                                                                                                           ,30144,90,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTI-INFLAMATÓRIO (ESTERÓIDE)                                                                       ,COMPR                                                  ,MEDICAMENTOS                                      ,10262,PREDNISONA 5MG                                                                                                                                                                                                                                            ,30145,0,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTI-INFLAMATÓRIO (ESTERÓIDE)                                                                       ,FR/AMP                                                 ,MEDICAMENTOS                                      ,10093,"DEXAMETASONA 4MG/ML SOLUCAO INJETAVEL - 2,5ML                                                                                                                                                                                                             ",30170,1,0
7,Us 120 CS Mario Monteiro Melo                                                                       ,ANTI-INFLAMATÓRIO (ESTERÓIDE)                                                                       ,FR/AMP                                                 ,MEDICAMENTOS                                      ,10171,HIDROCORTISONA 100MG PO PARA SOLUCAO INJETAVEL                                                                                                                                                                                                            ,30272,5,0
