distrito,unidade,classe,apresentacao,tipo_produto,codigo_produto,produto,cadum,quantidade
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANSIOLÍTICO (BENZODIAZEPÍNICO)                                                                      ,COMPR                                                  ,MEDICAMENTOS                                      ,10096,DIAZEPAM 10MG                                                                                                                                                                                                                                             ,30217,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANSIOLÍTICO (BENZODIAZEPÍNICO)                                                                      ,COMPR                                                  ,MEDICAMENTOS                                      ,10548,CLONAZEPAM 2MG                                                                                                                                                                                                                                            ,30196,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANSIOLÍTICO (BENZODIAZEPÍNICO)                                                                      ,COMPR                                                  ,MEDICAMENTOS                                      ,10667,LORAZEPAM 2MG                                                                                                                                                                                                                                             ,30283,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIÁCIDO                                                                                           ,FRASCO                                                 ,MEDICAMENTOS                                      ,10175,HIDROXIDO DE ALUMINIO 60MG/ML SUSPENSAO ORAL - 100ML                                                                                                                                                                                                      ,13868,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIALÉRGICO (ANTI-HISTAMÍNICO                                                                      ,AMP                                                    ,MEDICAMENTOS                                      ,10265,PROMETAZINA 25MG/ML SOLUCAO INJETAVEL - 2ML                                                                                                                                                                                                               ,30146,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIALÉRGICO (ANTI-HISTAMÍNICO                                                                      ,COMPR                                                  ,MEDICAMENTOS                                      ,10264,PROMETAZINA 25MG                                                                                                                                                                                                                                          ,30310,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIARRÍTMICO                                                                                       ,COMPR                                                  ,MEDICAMENTOS                                      ,10016,AMIODARONA 200MG                                                                                                                                                                                                                                          ,30070,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIASMÁTICO (CORTICOSTERÓIDE)                                                                      ,FRASCO                                                 ,MEDICAMENTOS                                      ,10606,BUDESONIDA 64MCG/DOSE SOLUCAO NASAL - 120 DOSES                                                                                                                                                                                                           ,30013,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIBIÓTICO                                                                                         ,FRASCO                                                 ,MEDICAMENTOS                                      ,30307,HIDROCORTISONA 10MG/ML + POLIMIXINA B 10.000UI/ML + NEOMICINA 5MG/ML SUSPENSAO OTOLOGICA - 10ML                                                                                                                                                           ,30205,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIBIÓTICO      (CEFALOSPORINA 1ªG)                                                                ,FRASCO                                                 ,MEDICAMENTOS                                      ,10048,CEFALEXINA 250MG/5ML PO PARA SUSPENSAO ORAL - 100ML                                                                                                                                                                                                       ,30089,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIBIÓTICO      (CEFALOSPORINA 3ªG)                                                                ,FR/AMP                                                 ,MEDICAMENTOS                                      ,10053,CEFTRIAXONA 1G PO PARA SOLUCAO INJETAVEL IV/IM                                                                                                                                                                                                            ,51314,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIBIÓTICO      (LICOSAMIDA)                                                                       ,AMP                                                    ,MEDICAMENTOS                                      ,10680,CLINDAMICINA 150MG/ML SOLUCAO INJETAVEL - 4ML                                                                                                                                                                                                             ,30188,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIBIÓTICO (MACROLÍDEO)                                                                            ,COMPR                                                  ,MEDICAMENTOS                                      ,10544,CLARITROMICINA 500MG                                                                                                                                                                                                                                      ,30325,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIBIÓTICO (NITROFURANO)                                                                           ,CAPSULA                                                ,MEDICAMENTOS                                      ,10513,NITROFURANTOINA 100MG                                                                                                                                                                                                                                     ,33726,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIBIÓTICO (PENICILINA)                                                                            ,CAPSULA                                                ,MEDICAMENTOS                                      ,10018,AMOXICILINA 500MG                                                                                                                                                                                                                                         ,30072,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIBIÓTICO (PENICILINA)                                                                            ,FR/AMP                                                 ,MEDICAMENTOS                                      ,10246,PENICILINA G-CRISTALINA (POTASSICA) 5.000.000 UI PO PARA SUSPENSAO INJETAVEL                                                                                                                                                                              ,51311,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIBIÓTICO (PENICILINA)                                                                            ,FR/AMP                                                 ,MEDICAMENTOS                                      ,10247,BENZILPENICILINA PROCAINA 300.000UI + BENZILPENICILINA POTASSICA 100.000UI PO PARA SUSPENSAO INJETAVEL                                                                                                                                                    ,51312,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIBIÓTICO (PENICILINA)                                                                            ,FR/AMP                                                 ,MEDICAMENTOS                                      ,10248,PENICILINA G-BENZATINA 1.200.000UI PO PARA SUSPENSAO INJETAVEL                                                                                                                                                                                            ,30448,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIBIÓTICO (PENICILINA)                                                                            ,FRASCO                                                 ,MEDICAMENTOS                                      ,10019,AMOXICILINA 250MG/5ML PO PARA SUSPENSAO ORAL - 60ML                                                                                                                                                                                                       ,30074,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIBIÓTICO (PENICILINA DE AMPLO ESPECTRO E BETALACTÂMICO)                                          ,FRASCO                                                 ,MEDICAMENTOS                                      ,10671,"AMOXICILINA 50MG/ML + CLAVULONATO DE POTASSIO 12,5MG/ML - 75 OU 100ML                                                                                                                                                                                     ",30075,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIBIÓTICO      (QUINOLONA)                                                                        ,COMPR                                                  ,MEDICAMENTOS                                      ,10068,CIPROFLOXACINO 500MG                                                                                                                                                                                                                                      ,30053,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIBIÓTICO (TETRACICLINA)                                                                          ,COMPR                                                  ,MEDICAMENTOS                                      ,10427,DOXICICLINA 100MG                                                                                                                                                                                                                                         ,30179,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTICOAGULANTE                                                                                      ,COMPR                                                  ,MEDICAMENTOS                                      ,10580,VARFARINA 5MG                                                                                                                                                                                                                                             ,30163,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTICOAGULANTE                                                                                      ,COMPR                                                  ,MEDICAMENTOS                                      ,10597,CILOSTAZOL 100MG                                                                                                                                                                                                                                          ,30169,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTICOAGULANTE                                                                                      ,FR/AMP                                                 ,MEDICAMENTOS                                      ,10166,HEPARINA SODICA 5.000 UI/ML SOLUCAO INJETAVEL - 5ML                                                                                                                                                                                                       ,30270,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTICOLINÉRGICO (MUSCARÍNICO)                                                                       ,FRASCO                                                 ,MEDICAMENTOS                                      ,10025,ATROPINA 1% SOLUCAO OFTALMICA - 5ML                                                                                                                                                                                                                       ,30265,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIDEPRESSIVO (INIBIDOR DA RECAPTAÇÃO DE SEROTONINA)                                               ,CAPS/COMP/DRAG                                         ,MEDICAMENTOS                                      ,10449,FLUOXETINA 20MG                                                                                                                                                                                                                                           ,30108,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIDEPRESSIVO (INIBIDOR DA RECAPTAÇÃO DE SEROTONINA)                                               ,COMPR                                                  ,MEDICAMENTOS                                      ,10718,*CITALOPRAM 20MG                                                                                                                                                                                                                                          ,23831,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIDEPRESSIVO TRICÍCLICO                                                                           ,COMPR                                                  ,MEDICAMENTOS                                      ,10017,AMITRIPTILINA 25MG                                                                                                                                                                                                                                        ,30071,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIDIABÉTICO (BIGUANIDAS)                                                                          ,COMPR                                                  ,MEDICAMENTOS                                      ,10214,METFORMINA 850MG                                                                                                                                                                                                                                          ,30130,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIDIABÉTICO (SULFONILURÉIA)                                                                       ,COMPR                                                  ,MEDICAMENTOS                                      ,10152,GLIBENCLAMIDA 5MG                                                                                                                                                                                                                                         ,30110,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTÍDOTO (RELAXANTE MUSCULAR)                                                                       ,FR/AMP                                                 ,MEDICAMENTOS                                      ,10660,DANTROLENO SODICO 20MG PO PARA SUSPENSAO INJETAVEL - 60ML                                                                                                                                                                                                 ,26051,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIEMÉTICO (ANTAGONISTA DOS REC D2)                                                                ,AMP                                                    ,MEDICAMENTOS                                      ,10219,METOCLOPRAMIDA 5MG/ML SOLUCAO INJETAVEL - 2ML                                                                                                                                                                                                             ,30285,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIEPILÉPTICO                                                                                      ,COMPR                                                  ,MEDICAMENTOS                                      ,10134,FENOBARBITAL 100MG                                                                                                                                                                                                                                        ,30105,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIFÚNGICO                                                                                         ,CAPSULA                                                ,MEDICAMENTOS                                      ,10433,FLUCONAZOL 150MG                                                                                                                                                                                                                                          ,13548,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIFÚNGICO                                                                                         ,FRASCO                                                 ,MEDICAMENTOS                                      ,10237,NISTATINA 100.000UI/ML SOLUCAO ORAL - 50ML                                                                                                                                                                                                                ,30135,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIGLAUCOMATOSO                                                                                    ,FRASCO                                                 ,MEDICAMENTOS                                      ,10348,PILOCARPINA 2% SOLUCAO OFTALMICA - 10ML                                                                                                                                                                                                                   ,30245,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTI-HIPERTENSIVO (AGONISTA ALFA-2)                                                                 ,COMPR                                                  ,MEDICAMENTOS                                      ,10664,METILDOPA 250MG                                                                                                                                                                                                                                           ,39664,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTI-HIPERTENSIVO (ALFA E BETA BLOQUEADOR)                                                          ,COMPR                                                  ,MEDICAMENTOS                                      ,10584,"CARVEDILOL 12,5MG                                                                                                                                                                                                                                         ",30088,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTI-HIPERTENSIVO (ANTAGONISTA DOS RECEPTORES DE ANGIOTENSINA II)                                   ,COMPR                                                  ,MEDICAMENTOS                                      ,10684,LOSARTANA 50MG                                                                                                                                                                                                                                            ,30128,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTI-HIPERTENSIVO (BETA BLOQUEADOR)                                                                 ,COMPR                                                  ,MEDICAMENTOS                                      ,10267,PROPRANOLOL 40MG                                                                                                                                                                                                                                          ,30149,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTI-HIPERTENSIVO (BETA BLOQUEADOR)                                                                 ,COMPR                                                  ,MEDICAMENTOS                                      ,10575,METOPROLOL 50MG COMPRIMIDO DE LIBERACAO PROLONGADA                                                                                                                                                                                                        ,39146,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTI-HIPERTENSIVO (BETA BLOQUEADOR)                                                                 ,COMPR                                                  ,MEDICAMENTOS                                      ,10968,ATENOLOL 50MG                                                                                                                                                                                                                                             ,32363,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTI-HIPERTENSIVO (BLOQUEADOR DOS CANAIS DE CÁLCIO)                                                 ,COMPR                                                  ,MEDICAMENTOS                                      ,10969,ANLODIPINO 5MG                                                                                                                                                                                                                                            ,34710,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTI-HIPERTENSIVO (IECA)                                                                            ,COMPR                                                  ,MEDICAMENTOS                                      ,10474,ENALAPRIL 10MG                                                                                                                                                                                                                                            ,30129,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIINFECCIOSO TÓPICO                                                                               ,BISN.                                                  ,MEDICAMENTOS                                      ,10233,NEOMICINA 5MG/G + BACITRACINA 250UI/G CREME TOPICO - 10G                                                                                                                                                                                                  ,30233,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIINFECCIOSO TÓPICO                                                                               ,BISN.                                                  ,MEDICAMENTOS                                      ,10825,SULFADIAZINA DE PRATA 1% CREME DERMATOLOGICO - 30G.                                                                                                                                                                                                       ,41413,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTI-INFLAMATÓRIO (ESTERÓIDE)                                                                       ,AMP                                                    ,MEDICAMENTOS                                      ,10982,"BETAMETASONA, ACETATO 3 MG + BETAMETASONA, FOSFATO DISSODICO 3,945 MG SUSPENSAO INJETAVEL - 1ML                                                                                                                                                           ",34751,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTI-INFLAMATÓRIO (ESTERÓIDE)                                                                       ,BISN.                                                  ,MEDICAMENTOS                                      ,10089,"DEXAMETASONA 0,1% CREME DERMATOLOGICO - 10G                                                                                                                                                                                                               ",30095,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTI-INFLAMATÓRIO (ESTERÓIDE)                                                                       ,COMPR                                                  ,MEDICAMENTOS                                      ,10261,PREDNISONA 20MG                                                                                                                                                                                                                                           ,30144,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTI-INFLAMATÓRIO (ESTERÓIDE)                                                                       ,FR/AMP                                                 ,MEDICAMENTOS                                      ,10171,HIDROCORTISONA 100MG PO PARA SOLUCAO INJETAVEL                                                                                                                                                                                                            ,30272,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTI-INFLAMATÓRIO (ESTERÓIDE)                                                                       ,FRASCO                                                 ,MEDICAMENTOS                                      ,10260,PREDNISOLONA 3MG/ML SOLUCAO ORAL - 100ML                                                                                                                                                                                                                  ,30143,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIPARASITÁRIO                                                                                     ,COMPR                                                  ,MEDICAMENTOS                                      ,10448,ALBENDAZOL 400MG                                                                                                                                                                                                                                          ,30067,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIPARASITÁRIO/ ANTIBIÓTICO                                                                        ,COMPR                                                  ,MEDICAMENTOS                                      ,10224,METRONIDAZOL 250MG                                                                                                                                                                                                                                        ,34721,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIPARKINSONIANO                                                                                   ,CAPSULA                                                ,MEDICAMENTOS                                      ,10704,LEVODOPA 100MG+ BENSERAZIDA 25MG CAPSULA DE LIBERACAO PROLONGADA                                                                                                                                                                                          ,28569,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIPARKINSONIANO                                                                                   ,COMPR                                                  ,MEDICAMENTOS                                      ,10705,LEVODOPA 200MG+ BENSERAZIDA 50MG                                                                                                                                                                                                                          ,28570,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIPSICÓTICO                                                                                       ,COMPR                                                  ,MEDICAMENTOS                                      ,10200,LEVOMEPROMAZINA 100MG                                                                                                                                                                                                                                     ,30276,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIPSICÓTICO                                                                                       ,FRASCO                                                 ,MEDICAMENTOS                                      ,10529,LEVOMEPROMAZINA 40MG/ML SOLUCAO ORAL - 20ML                                                                                                                                                                                                               ,30280,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTITIREOIDIANO                                                                                     ,COMPR                                                  ,MEDICAMENTOS                                      ,10470,PROPILTIOURACIL 100MG                                                                                                                                                                                                                                     ,20579,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,ANTIULCEROSO (INIBIDOR DE BOMBA)                                                                    ,CAPSULA                                                ,MEDICAMENTOS                                      ,10545,OMEPRAZOL 20MG                                                                                                                                                                                                                                            ,30137,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,BRONCODILATADOR                                                                                     ,FRASCO                                                 ,MEDICAMENTOS                                      ,10275,"SALBUTAMOL 0,4MG/ML XAROPE - 100ML                                                                                                                                                                                                                        ",30826,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,BRONCODILATADOR                                                                                     ,FRASCO                                                 ,MEDICAMENTOS                                      ,10595,SALBUTAMOL 100MCG/DOSE AEROSSOL SPRAY 200 DOSES                                                                                                                                                                                                           ,30152,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,CARDIOTÔNICO                                                                                        ,AMP                                                    ,MEDICAMENTOS                                      ,10088,"DESLANOSIDEO 0,2MG/ML SOLUCAO INJETAVEL - 2ML                                                                                                                                                                                                             ",30216,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,CARDIOTÔNICO                                                                                        ,COMPR                                                  ,MEDICAMENTOS                                      ,10105,"DIGOXINA 0,25MG                                                                                                                                                                                                                                           ",30098,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,CLÍNICO                                                                                             ,LITRO                                                  ,MEDICAMENTOS                                      ,20165,PEROXIDO DE HIDROGENIO 10 VOLUMES                                                                                                                                                                                                                         ,13164,0,0
3,HOSPITAL AGAMENON MAGALHAES                                                                         ,CUIDADOS ESPECÍFICOS (EMOLIENTE)                                                                    ,FRASCO                                                 ,MEDICAMENTOS                                      ,10001,"ACIDO CAPRILICO, ACIDO CAPROICO, ACIDO LAURICO, LECITINA DE SOJA, VIT. A E E (LOCAO) 200ML                                                                                                                                                                ",30032,0,0
