distrito,unidade,classe,apresentacao,tipo_produto,codigo_produto,produto,cadum,quantidade
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANALGÉSICO/ ANTIPIRÉTICO                                                                            ,FRASCO                                                 ,MEDICAMENTOS                                      ,10827,IBUPROFENO 50MG/ML SUSPENSAO ORAL - 30ML                                                                                                                                                                                                                  ,41434,23,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANALGÉSICO OPIÓIDE                                                                                  ,AMP                                                    ,MEDICAMENTOS                                      ,10142,FENTANILA 50 MCG/ML SOLUCAO INJETAVEL - 2 ML                                                                                                                                                                                                              ,30239,0,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANALGÉSICO OPIÓIDE                                                                                  ,AMP                                                    ,MEDICAMENTOS                                      ,10251,*PETIDINA 50MG/ML SOLUCAO INJETAVEL - 2ML                                                                                                                                                                                                                 ,30308,0,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANALGÉSICO OPIÓIDE                                                                                  ,COMPR                                                  ,MEDICAMENTOS                                      ,10717,CODEINA 30MG + PARACETAMOL 500MG                                                                                                                                                                                                                          ,21564,255,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANALGÉSICO OPIÓIDE                                                                                  ,COMPR                                                  ,MEDICAMENTOS                                      ,10898,TRAMADOL 50MG                                                                                                                                                                                                                                             ,27947,497,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANESTÉSICO HIPNÓTICO                                                                                ,AMP                                                    ,MEDICAMENTOS                                      ,10977,ETOMIDATO 2MG/ML SOLUCAO INJETAVEL - 10ML                                                                                                                                                                                                                 ,34902,0,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANESTÉSICO LOCAL                                                                                    ,AMP                                                    ,MEDICAMENTOS                                      ,10408,LIDOCAINA 2% S/ VASOCONSTRICTOR SOLUCAO INJETAVEL - 5ML                                                                                                                                                                                                   ,30281,15,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANESTÉSICO LOCAL                                                                                    ,BISN.                                                  ,MEDICAMENTOS                                      ,10202,LIDOCAINA 2% GEL TOPICO - 30G                                                                                                                                                                                                                             ,30127,16,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANESTÉSICO LOCAL                                                                                    ,FR/AMP                                                 ,MEDICAMENTOS                                      ,10207,LIDOCAINA 2% SEM VASOCONSTRICTOR SOLUCAO INJETAVEL - 20ML                                                                                                                                                                                                 ,30213,4,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANESTÉSICO LOCAL                                                                                    ,FRASCO                                                 ,MEDICAMENTOS                                      ,10559,LIDOCAINA 10% SOLUCAO TOPICA SPRAY - 50ML                                                                                                                                                                                                                 ,30215,4,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANSIOLÍTICO (BENZODIAZEPÍNICO)                                                                      ,AMP                                                    ,MEDICAMENTOS                                      ,10097,DIAZEPAM 5MG/ML SOLUCAO INJETAVEL - 2ML                                                                                                                                                                                                                   ,30218,12,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANSIOLÍTICO (BENZODIAZEPÍNICO)                                                                      ,COMPR                                                  ,MEDICAMENTOS                                      ,10096,DIAZEPAM 10MG                                                                                                                                                                                                                                             ,30217,2712,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANSIOLÍTICO (BENZODIAZEPÍNICO)                                                                      ,COMPR                                                  ,MEDICAMENTOS                                      ,10548,CLONAZEPAM 2MG                                                                                                                                                                                                                                            ,30196,13275,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANSIOLÍTICO (BENZODIAZEPÍNICO)                                                                      ,COMPR                                                  ,MEDICAMENTOS                                      ,10667,LORAZEPAM 2MG                                                                                                                                                                                                                                             ,30283,0,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIÁCIDO                                                                                           ,FRASCO                                                 ,MEDICAMENTOS                                      ,10175,HIDROXIDO DE ALUMINIO 60MG/ML SUSPENSAO ORAL - 100ML                                                                                                                                                                                                      ,13868,82,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIALÉRGICO (ANTI-HISTAMÍNICO                                                                      ,AMP                                                    ,MEDICAMENTOS                                      ,10265,PROMETAZINA 25MG/ML SOLUCAO INJETAVEL - 2ML                                                                                                                                                                                                               ,30146,6,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIALÉRGICO (ANTI-HISTAMÍNICO                                                                      ,COMPR                                                  ,MEDICAMENTOS                                      ,10264,PROMETAZINA 25MG                                                                                                                                                                                                                                          ,30310,2701,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIALÉRGICO (ANTI-HISTAMÍNICO                                                                      ,COMPR                                                  ,MEDICAMENTOS                                      ,10831,LORATADINA 10MG                                                                                                                                                                                                                                           ,39589,257,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIALÉRGICO (ANTI-HISTAMÍNICO                                                                      ,FRASCO                                                 ,MEDICAMENTOS                                      ,10095,DEXCLORFENIRAMINA 2MG/5ML SOLUCAO ORAL - 100ML                                                                                                                                                                                                            ,30097,121,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIALÉRGICO (ANTI-HISTAMÍNICO                                                                      ,FRASCO                                                 ,MEDICAMENTOS                                      ,10832,LORATADINA 1MG/ML SOLUCAO ORAL - 100ML                                                                                                                                                                                                                    ,39588,55,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIANÊMICO                                                                                         ,COMPR                                                  ,MEDICAMENTOS                                      ,10006,ACIDO FOLICO 5MG                                                                                                                                                                                                                                          ,30065,560,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIANÊMICO                                                                                         ,COMPR                                                  ,MEDICAMENTOS                                      ,10290,SULFATO FERROSO 40MG                                                                                                                                                                                                                                      ,30158,1208,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIANÊMICO                                                                                         ,COMPR                                                  ,MEDICAMENTOS                                      ,10447,ACIDO FOLINICO 15MG                                                                                                                                                                                                                                       ,43725,0,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIANÊMICO                                                                                         ,FRASCO                                                 ,MEDICAMENTOS                                      ,10289,SULFATO FERROSO 25MG/ML SOLUCAO ORAL - 30ML                                                                                                                                                                                                               ,30159,28,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIARRÍTMICO                                                                                       ,AMP                                                    ,MEDICAMENTOS                                      ,10015,AMIODARONA 50MG/ML - 3ML                                                                                                                                                                                                                                  ,30000,0,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIARRÍTMICO                                                                                       ,COMPR                                                  ,MEDICAMENTOS                                      ,10016,AMIODARONA 200MG                                                                                                                                                                                                                                          ,30070,370,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIARRÍTMICO                                                                                       ,COMPR                                                  ,MEDICAMENTOS                                      ,10305,VERAPAMIL 80MG                                                                                                                                                                                                                                            ,30164,280,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIASMÁTICO (CORTICOSTERÓIDE)                                                                      ,FRASCO                                                 ,MEDICAMENTOS                                      ,10072,"BECLOMETASONA 200MCG/DOSE, AEROSSOL ORAL SPRAY - 200 DOSES                                                                                                                                                                                                ",43022,69,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIASMÁTICO (CORTICOSTERÓIDE)                                                                      ,FRASCO                                                 ,MEDICAMENTOS                                      ,10332,BECLOMETASONA 50MCG/DOSE AEROSSOL NASAL AQUOSO SPRAY - 200 DOSES                                                                                                                                                                                          ,31782,0,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIASMÁTICO (CORTICOSTERÓIDE)                                                                      ,FRASCO                                                 ,MEDICAMENTOS                                      ,10605,BUDESONIDA 32MCG/DOSE SOLUCAO NASAL - 120 DOSES                                                                                                                                                                                                           ,30082,64,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIASMÁTICO (CORTICOSTERÓIDE)                                                                      ,FRASCO                                                 ,MEDICAMENTOS                                      ,10606,BUDESONIDA 64MCG/DOSE SOLUCAO NASAL - 120 DOSES                                                                                                                                                                                                           ,30013,77,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIBIÓTICO                                                                                         ,FRASCO                                                 ,MEDICAMENTOS                                      ,30307,HIDROCORTISONA 10MG/ML + POLIMIXINA B 10.000UI/ML + NEOMICINA 5MG/ML SUSPENSAO OTOLOGICA - 10ML                                                                                                                                                           ,30205,0,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIBIÓTICO      (CEFALOSPORINA 1ªG)                                                                ,COMPR                                                  ,MEDICAMENTOS                                      ,10049,CEFALEXINA 500MG                                                                                                                                                                                                                                          ,30090,186,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIBIÓTICO      (CEFALOSPORINA 1ªG)                                                                ,FRASCO                                                 ,MEDICAMENTOS                                      ,10048,CEFALEXINA 250MG/5ML PO PARA SUSPENSAO ORAL - 100ML                                                                                                                                                                                                       ,30089,39,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIBIÓTICO (MACROLÍDEO)                                                                            ,COMPR                                                  ,MEDICAMENTOS                                      ,10370,AZITROMICINA 500MG                                                                                                                                                                                                                                        ,30078,245,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIBIÓTICO (MACROLÍDEO)                                                                            ,COMPR                                                  ,MEDICAMENTOS                                      ,10544,CLARITROMICINA 500MG                                                                                                                                                                                                                                      ,30325,312,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIBIÓTICO (MACROLÍDEO)                                                                            ,FRASCO                                                 ,MEDICAMENTOS                                      ,10516,"AZITROMICINA 200MG/5ML (600MG), PO PARA SUSPENSAO ORAL - 15ML                                                                                                                                                                                             ",30077,24,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIBIÓTICO (NITROFURANO)                                                                           ,CAPSULA                                                ,MEDICAMENTOS                                      ,10513,NITROFURANTOINA 100MG                                                                                                                                                                                                                                     ,33726,0,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIBIÓTICO (PENICILINA)                                                                            ,CAPSULA                                                ,MEDICAMENTOS                                      ,10018,AMOXICILINA 500MG                                                                                                                                                                                                                                         ,30072,524,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIBIÓTICO (PENICILINA)                                                                            ,FR/AMP                                                 ,MEDICAMENTOS                                      ,10248,PENICILINA G-BENZATINA 1.200.000UI PO PARA SUSPENSAO INJETAVEL                                                                                                                                                                                            ,30448,27,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIBIÓTICO (PENICILINA)                                                                            ,FR/AMP                                                 ,MEDICAMENTOS                                      ,10249,PENICILINA G-BENZATINA 600.000 UI PO PARA SUSPENSAO INJETAVEL                                                                                                                                                                                             ,51310,0,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIBIÓTICO (PENICILINA)                                                                            ,FR/AMP                                                 ,MEDICAMENTOS                                      ,10953,BENZILPENICILINA BENZATINA 300.000UI/ML SUSPENSAO INJETAVEL - 4ML                                                                                                                                                                                         ,34117,98,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIBIÓTICO (PENICILINA)                                                                            ,FRASCO                                                 ,MEDICAMENTOS                                      ,10019,AMOXICILINA 250MG/5ML PO PARA SUSPENSAO ORAL - 60ML                                                                                                                                                                                                       ,30074,56,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIBIÓTICO (PENICILINA DE AMPLO ESPECTRO E BETALACTÂMICO)                                          ,COMPR                                                  ,MEDICAMENTOS                                      ,10670,AMOXICILINA 500MG + CLAVULONATO DE POTASSIO 125MG                                                                                                                                                                                                         ,30073,492,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIBIÓTICO (PENICILINA DE AMPLO ESPECTRO E BETALACTÂMICO)                                          ,FRASCO                                                 ,MEDICAMENTOS                                      ,10671,"AMOXICILINA 50MG/ML + CLAVULONATO DE POTASSIO 12,5MG/ML - 75 OU 100ML                                                                                                                                                                                     ",30075,11,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIBIÓTICO      (QUINOLONA)                                                                        ,COMPR                                                  ,MEDICAMENTOS                                      ,10068,CIPROFLOXACINO 500MG                                                                                                                                                                                                                                      ,30053,634,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIBIÓTICO      (QUINOLONA)                                                                        ,FRASCO                                                 ,MEDICAMENTOS                                      ,10368,CIPROFLOXACINO 3MG/ML SOLUCAO OFTALMICA - 5ML                                                                                                                                                                                                             ,30051,0,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIBIÓTICO      (SULFONAMIDA)                                                                      ,COMPR                                                  ,MEDICAMENTOS                                      ,10285,SULFAMETOXAZOL 400MG + TRIMETOPRIMA 80MG                                                                                                                                                                                                                  ,30157,312,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIBIÓTICO      (SULFONAMIDA)                                                                      ,FRASCO                                                 ,MEDICAMENTOS                                      ,10286,SULFAMETOXAZOL 200MG/5ML + TRIMETOPRIMA 40MG/5ML SUSPENSAO ORAL - 100ML                                                                                                                                                                                   ,30156,1,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIBIÓTICO (TETRACICLINA)                                                                          ,COMPR                                                  ,MEDICAMENTOS                                      ,10427,DOXICICLINA 100MG                                                                                                                                                                                                                                         ,30179,88,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTICOAGULANTE                                                                                      ,COMPR                                                  ,MEDICAMENTOS                                      ,10580,VARFARINA 5MG                                                                                                                                                                                                                                             ,30163,724,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTICOAGULANTE                                                                                      ,COMPR                                                  ,MEDICAMENTOS                                      ,10597,CILOSTAZOL 100MG                                                                                                                                                                                                                                          ,30169,1650,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTICOLINÉRGICO (MUSCARÍNICO)                                                                       ,AMP                                                    ,MEDICAMENTOS                                      ,10026,"ATROPINA SULFATO 0,25MG/ML - 1ML                                                                                                                                                                                                                          ",30003,10,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIDEPRESSIVO                                                                                      ,COMPR                                                  ,MEDICAMENTOS                                      ,10389,CARBONATO DE LITIO 300MG                                                                                                                                                                                                                                  ,30087,760,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIDEPRESSIVO (INIBIDOR DA RECAPTAÇÃO DE SEROTONINA)                                               ,CAPS/COMP/DRAG                                         ,MEDICAMENTOS                                      ,10449,FLUOXETINA 20MG                                                                                                                                                                                                                                           ,30108,13400,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIDEPRESSIVO (INIBIDOR DA RECAPTAÇÃO DE SEROTONINA)                                               ,COMPR                                                  ,MEDICAMENTOS                                      ,10718,*CITALOPRAM 20MG                                                                                                                                                                                                                                          ,23831,0,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIDEPRESSIVO TRICÍCLICO                                                                           ,COMPR                                                  ,MEDICAMENTOS                                      ,10017,AMITRIPTILINA 25MG                                                                                                                                                                                                                                        ,30071,570,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIDEPRESSIVO TRICÍCLICO                                                                           ,COMPR                                                  ,MEDICAMENTOS                                      ,10180,IMIPRAMINA 25MG                                                                                                                                                                                                                                           ,30274,520,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIDEPRESSIVO TRICÍCLICO                                                                           ,COMPR                                                  ,MEDICAMENTOS                                      ,10328,CLOMIPRAMINA 25MG                                                                                                                                                                                                                                         ,30091,530,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIDEPRESSIVO TRICÍCLICO                                                                           ,COMPR                                                  ,MEDICAMENTOS                                      ,10369,CLOMIPRAMINA 75MG SR (LIBERACAO PROLONGADA)                                                                                                                                                                                                               ,30194,240,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIDIABÉTICO (BIGUANIDAS)                                                                          ,COMPR                                                  ,MEDICAMENTOS                                      ,10214,METFORMINA 850MG                                                                                                                                                                                                                                          ,30130,13749,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIDIABÉTICO (SULFONILURÉIA)                                                                       ,COMPR                                                  ,MEDICAMENTOS                                      ,10152,GLIBENCLAMIDA 5MG                                                                                                                                                                                                                                         ,30110,1656,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIDIABÉTICO (SULFONILURÉIA)                                                                       ,COMPR                                                  ,MEDICAMENTOS                                      ,10978,GLICLAZIDA 60MG (LIBERACAO PROLONGADA)                                                                                                                                                                                                                    ,34716,315,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIDISCINÉTICO                                                                                     ,AMP                                                    ,MEDICAMENTOS                                      ,10039,BIPERIDENO 5MG/ML SOLUCAO INJETAVEL - 1ML                                                                                                                                                                                                                 ,30005,5,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTÍDOTO (ANTAGONISTA BENZODIAZEPÍNICO)                                                             ,AMP                                                    ,MEDICAMENTOS                                      ,10144,"FLUMAZENIL 0,1MG/ML SOLUCAO INJETAVEL - 5ML                                                                                                                                                                                                               ",30248,0,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTÍDOTO (ANTAGONISTA OPIÓIDE)                                                                      ,AMP                                                    ,MEDICAMENTOS                                      ,10330,"NALOXONA 0,4MG/ML SOLUCAO INJETAVEL - 1ML                                                                                                                                                                                                                 ",30292,0,0
1,Us 101 Policlinica Prof Waldemar de Oliveira                                                        ,ANTIEMÉTICO (ANTAGONISTA DOS REC D2)                                                                ,AMP                                                    ,MEDICAMENTOS                                      ,10219,METOCLOPRAMIDA 5MG/ML SOLUCAO INJETAVEL - 2ML                                                                                                                                                                                                             ,30285,0,0
